"document_id,set,question,answer1,answer2,question_tokenized,answer1_tokenized,answer2_tokenized"
"019a9611dd8e1b822bd0a58f075cc4a30bdd0797,test,Who does Lisbeth meet in the seter?,two herdsmen from other farms ,two herdsman,Who does Lisbeth meet in the seter ?,two herdsmen from other farms,two herdsman"
"01a4a870914fd148e2fd4e55ccbc9a3595f6bab6,train,Who did Jim Morrison see dying on a desert highway in 1949?,An elderly Native American ,An elderly Native American.,Who did Jim Morrison see dying on a desert highway in 1949 ?,An elderly Native American,An elderly Native American ."
"01a4a870914fd148e2fd4e55ccbc9a3595f6bab6,train,In which U.S. state did Jim Morrison arrive in 1965?,California,California ,In which U.S. state did Jim Morrison arrive in 1965 ?,California,California"
"01a4a870914fd148e2fd4e55ccbc9a3595f6bab6,train,At what school did Jim Morrison study?,UCLA,Film,At what school did Jim Morrison study ?,UCLA,Film"
"01a4a870914fd148e2fd4e55ccbc9a3595f6bab6,train,Who was Jim Morrison's girlfriend during his days at UCLA?,Pamela Courson,Pamela Courson ,Who was Jim Morrison s girlfriend during his days at UCLA ?,Pamela Courson,Pamela Courson"
"01a4a870914fd148e2fd4e55ccbc9a3595f6bab6,train,Why did Jim Morrison invite his classmates to Death Valley?,to experience psychedelic drugs,to experience psychedelic drugs,Why did Jim Morrison invite his classmates to Death Valley ?,to experience psychedelic drugs,to experience psychedelic drugs"
"01a4a870914fd148e2fd4e55ccbc9a3595f6bab6,train,What was Jim Morrison's nickname as his band became more popular?,The Lizard King,the lizard king,What was Jim Morrison s nickname as his band became more popular ?,The Lizard King,the lizard king"
"01a4a870914fd148e2fd4e55ccbc9a3595f6bab6,train,Who was a rock journalist with whom Jim participated in witchcraft?,Patricia Kennealy,Patricia Kennealy,Who was a rock journalist with whom Jim participated in witchcraft ?,Patricia Kennealy,Patricia Kennealy"
"01a4a870914fd148e2fd4e55ccbc9a3595f6bab6,train,""What criminal charges did Jim have brought against him at in Miami, FL?"",Jim Morrison allegedly exposed himself on stage,Indecent exposure.,""What criminal charges did Jim have brought against him at in Miami , FL ?"",Jim Morrison allegedly exposed himself on stage,Indecent exposure ."
"01a4a870914fd148e2fd4e55ccbc9a3595f6bab6,train,Who was pregnant with Jim Morrison's child?,Patricia Kenneally,Patricia.,Who was pregnant with Jim Morrison s child ?,Patricia Kenneally,Patricia ."
"01a4a870914fd148e2fd4e55ccbc9a3595f6bab6,train,Where did Pamela Courson find Jim Morrison dead in 1971?,""In a bathtub in Paris, France"",In the bathtub ,Where did Pamela Courson find Jim Morrison dead in 1971 ?,""In a bathtub in Paris , France"",In the bathtub"
"01a4a870914fd148e2fd4e55ccbc9a3595f6bab6,train,What is the name of the night club in Los Angeles where the Doors grew their fan base?,Whiskey a Go Go,Whisky a Go Go,What is the name of the night club in Los Angeles where the Doors grew their fan base ?,Whiskey a Go Go,Whisky a Go Go"
"01a4a870914fd148e2fd4e55ccbc9a3595f6bab6,train,What self-image does Jim become increasingly obsessed with?,""""""The Lizard King"""""",""""""The Lizard King"""""",What self-image does Jim become increasingly obsessed with ?,The Lizard King,The Lizard King"
"01a4a870914fd148e2fd4e55ccbc9a3595f6bab6,train,What did Jim do during a Miami concert that was thought to be a low point for the band?,Jim allegedly exposed himself on stage,Expos himself,What did Jim do during a Miami concert that was thought to be a low point for the band ?,Jim allegedly exposed himself on stage,Expos himself"
"01a4a870914fd148e2fd4e55ccbc9a3595f6bab6,train,""By first name, who are the Doors band members?"",""Jim, Ray, Robbie, and John"",""Jim, John, Robbie, Ray."",""By first name , who are the Doors band members ?"",""Jim , Ray , Robbie , and John"",""Jim , John , Robbie , Ray ."""
"01a4a870914fd148e2fd4e55ccbc9a3595f6bab6,train,How old was Jim Morrison at his death?,27,27,How old was Jim Morrison at his death ?,27,27"
"01a4a870914fd148e2fd4e55ccbc9a3595f6bab6,train,What was Jim's cause of death?,Heart failure,Heart Failure.,What was Jim s cause of death ?,Heart failure,Heart Failure ."
"01a4a870914fd148e2fd4e55ccbc9a3595f6bab6,train,What gift does Jim give his band mates at his last visit with them at Ray's party?,Jim gave them each a copy of An American Prayer. ,A copy of An American Prayer,What gift does Jim give his band mates at his last visit with them at Ray s party ?,Jim gave them each a copy of An American Prayer .,A copy of An American Prayer"
"01a4a870914fd148e2fd4e55ccbc9a3595f6bab6,train,What is Jim's reaction to Patricia's news she is pregnant?,Jim wants Patricia to have an abortion. ,He makes her get an abortion.,What is Jim s reaction to Patricia s news she is pregnant ?,Jim wants Patricia to have an abortion .,He makes her get an abortion ."
"01a4a870914fd148e2fd4e55ccbc9a3595f6bab6,train,What school does Jim attend in California?,UCLA,UCLA,What school does Jim attend in California ?,UCLA,UCLA"
"01a4a870914fd148e2fd4e55ccbc9a3595f6bab6,train,Who is Pamela Courson to Jim?,Jim's girlfriend. ,Girlfriend,Who is Pamela Courson to Jim ?,Jim s girlfriend .,Girlfriend"
"01a4a870914fd148e2fd4e55ccbc9a3595f6bab6,train,What does Jim convince his bandmates to do?,Travel to Death Valley to try psychedelic drugs.,travel to Death Valley,What does Jim convince his bandmates to do ?,Travel to Death Valley to try psychedelic drugs .,travel to Death Valley"
"01a4a870914fd148e2fd4e55ccbc9a3595f6bab6,train,""After becoming a success, what image does Jim become infatuated with?"",""He is infatuated with his personal image of """"The Lizard King"""" which causes him to fall into alcoholism and drug abuse."",""His own image as the """"Lizard King"""""",""After becoming a success , what image does Jim become infatuated with ?"",He is infatuated with his personal image of The Lizard King which causes him to fall into alcoholism and drug abuse .,His own image as the Lizard King"
"01a4a870914fd148e2fd4e55ccbc9a3595f6bab6,train,What does Jim participate in with Patricia?,He participates in mystical ceremonies and joins in a handfasting ceremony.,Mystical ceremonies.,What does Jim participate in with Patricia ?,He participates in mystical ceremonies and joins in a handfasting ceremony .,Mystical ceremonies ."
"01a4a870914fd148e2fd4e55ccbc9a3595f6bab6,train,What ultimately causes a downfall for the band?,""Jim arrives late to a concert in Miami, confronts the crowd and also exposes himself while onstage."",Jim exposing himself in front of the audience,What ultimately causes a downfall for the band ?,""Jim arrives late to a concert in Miami , confronts the crowd and also exposes himself while onstage ."",Jim exposing himself in front of the audience"
"01a4a870914fd148e2fd4e55ccbc9a3595f6bab6,train,What was the verdict in Jim's case?,Jim was found guilty of indecent exposure.,Guilty ,What was the verdict in Jim s case ?,Jim was found guilty of indecent exposure .,Guilty"
"01a4a870914fd148e2fd4e55ccbc9a3595f6bab6,train,What do Jim and Patricia do when they find out she is pregnant?,Patricia is convinced to have an abortion.,Got a abortion. ,What do Jim and Patricia do when they find out she is pregnant ?,Patricia is convinced to have an abortion .,Got a abortion ."
"01a4a870914fd148e2fd4e55ccbc9a3595f6bab6,train,Where does Pam find Jim is dead?,In a bathtub while in Paris.,In a bathtub in Paris,Where does Pam find Jim is dead ?,In a bathtub while in Paris .,In a bathtub in Paris"
"01a4a870914fd148e2fd4e55ccbc9a3595f6bab6,train,What was the alleged cause of Jim's death?,His death was attributed to heart failure.,Heart failure.,What was the alleged cause of Jim s death ?,His death was attributed to heart failure .,Heart failure ."
"01a4a870914fd148e2fd4e55ccbc9a3595f6bab6,train,Where does Jim meet eh eventual members of their band?,While he was attending UCLA studying in film school.,At UCLA.,Where does Jim meet eh eventual members of their band ?,While he was attending UCLA studying in film school .,At UCLA ."
"01a4a870914fd148e2fd4e55ccbc9a3595f6bab6,train,Whats does Jim do when he attends a party thrown by his bandmates for a final time?,He wishes them luck and gives them a copy of An American Prayer.,He plays with the children.,Whats does Jim do when he attends a party thrown by his bandmates for a final time ?,He wishes them luck and gives them a copy of An American Prayer .,He plays with the children ."
"01aa10d75658840a478ede17631dba875651c370,train,What is the name of the document discussed in this article?,The Universal House of Justice,The promise of world peace ,What is the name of the document discussed in this article ?,The Universal House of Justice,The promise of world peace"
"01aa10d75658840a478ede17631dba875651c370,train,What does the Universal House of Justice say is possible for the first time in human history?,World Peace,World peace ,What does the Universal House of Justice say is possible for the first time in human history ?,World Peace,World peace"
"01aa10d75658840a478ede17631dba875651c370,train,What is one problem that The Universal House of Justice says must be addressed?,Religious Strife,Unbridled nationalism. ,What is one problem that The Universal House of Justice says must be addressed ?,Religious Strife,Unbridled nationalism ."
"01aa10d75658840a478ede17631dba875651c370,train,The Universal House of Justice calls for the support of who?,The United Nations and all people,The United Nations.,The Universal House of Justice calls for the support of who ?,The United Nations and all people,The United Nations ."
"01aa10d75658840a478ede17631dba875651c370,train,Human beings are the creation of who?,God,God.,Human beings are the creation of who ?,God,God ."
"01aa10d75658840a478ede17631dba875651c370,train,Who is quoted in the Universal House of Justice?,Baha'u'llah,Baha'u'llah.,Who is quoted in the Universal House of Justice ?,Baha'u'llah,Baha'u'llah ."
"01aa10d75658840a478ede17631dba875651c370,train,The Universal House of Justice says that peace cannot happen without what?,Religion,religion,The Universal House of Justice says that peace can not happen without what ?,Religion,religion"
"01aa10d75658840a478ede17631dba875651c370,train,What does peace need to be founded on?,the thought that mankind is one human family,The understanding that mankind is one human family. ,What does peace need to be founded on ?,the thought that mankind is one human family,The understanding that mankind is one human family ."
"01aa10d75658840a478ede17631dba875651c370,train,""If we decide to do so what are we, as humans capable of creating?"",A peaceful world,World peace,""If we decide to do so what are we , as humans capable of creating ?"",A peaceful world,World peace"
"01aa10d75658840a478ede17631dba875651c370,train,What discriminations need to be addressed?,""Race, gender and religion"",""race, gender, and religious beliefs"",What discriminations need to be addressed ?,""Race , gender and religion"",""race , gender , and religious beliefs"""
"01aa10d75658840a478ede17631dba875651c370,train,What entity produces the Statement?,The Universal House of Justice.,The universal house of justice ,What entity produces the Statement ?,The Universal House of Justice .,The universal house of justice"
"01aa10d75658840a478ede17631dba875651c370,train,Which widespread belief is seen as causing the most harm?,The belief that humans are inherenty hostile and aggressive.,Humans are intrinsically hostile and aggressive.,Which widespread belief is seen as causing the most harm ?,The belief that humans are inherenty hostile and aggressive .,Humans are intrinsically hostile and aggressive ."
"01aa10d75658840a478ede17631dba875651c370,train,How does international governance let the world down?,""By its' inability to do away with war, anarchy, terrorism and unstable economies."",It cannot properly eradicate threats and instabilities.,How does international governance let the world down ?,""By its ' inability to do away with war , anarchy , terrorism and unstable economies ."",It can not properly eradicate threats and instabilities ."
"01aa10d75658840a478ede17631dba875651c370,train,What is required for peace to occur?,Religion.,A new framework must be created,What is required for peace to occur ?,Religion .,A new framework must be created"
"01aa10d75658840a478ede17631dba875651c370,train,How does the U.H.o.J. see religious strife occuring?,Through a combination of human negligence and interpretive error of religion.,The negligence of humanity ,How does the U.H.o.J . see religious strife occuring ?,Through a combination of human negligence and interpretive error of religion .,The negligence of humanity"
"01aa10d75658840a478ede17631dba875651c370,train,Why does interpretive error harm religious faith?,Errors separate faith from reason.,It separates faith from reason.,Why does interpretive error harm religious faith ?,Errors separate faith from reason .,It separates faith from reason ."
"01aa10d75658840a478ede17631dba875651c370,train,What is the largest disparity?,Between the rich and the poor.,The rich and the poor. ,What is the largest disparity ?,Between the rich and the poor .,The rich and the poor ."
"01aa10d75658840a478ede17631dba875651c370,train,What sort of discrimination afflicts the world?,""Race, religious, and gender discrimination."",""race, gender, and religious beliefs"",What sort of discrimination afflicts the world ?,""Race , religious , and gender discrimination ."",""race , gender , and religious beliefs"""
"01aa10d75658840a478ede17631dba875651c370,train,How does the Universal House of Justice describe mankind?,Mankind is one human family.,intrinsically hostile and aggressive ,How does the Universal House of Justice describe mankind ?,Mankind is one human family .,intrinsically hostile and aggressive"
"01aa10d75658840a478ede17631dba875651c370,train,What document states world peace is now possible?,Universal House of Justice,The Statement.,What document states world peace is now possible ?,Universal House of Justice,The Statement ."
